"Name","Cuisine","Hours","Price","Good.For","Location","Address","Postal.Code","Lat","Long"
"Niku Katsumata","Japanese","Mon-Fri: 12-2pm, 5:30-11pmSat-Sun: 5:30-11pm","$$$","Business Meetings, Casual Dining, Drinks, Quiet Dinner","Tanjong Pagar, Duxton","47 Duxton RoadSingapore (089511) ","089511","1.27841893157312","103.843433524473"
"No Signboard Seafood (Esplanade Mall)","Chinese, Seafood, Local","Mon-Sun: 6-9:30pm","$$$$","Al Fresco, Business Meetings, City Views, Casual Dining, Kid Friendly, Large Parties (16+)","Promenade, Esplanade, Marina Central","8 Raffles Avenue#01-14/16Esplanade MallSingapore (039802) ","039802","1.28966932376699","103.855952707685"
"Noka by Tippling Club","Japanese, Vegetarian Friendly","Tue-Sun: 11:30am-2:30pm, 6-9pmClosed Monday","$$$","Business Meetings, City Views, Casual Dining, Drinks, Private Functions, Quiet Dinner, Romantic Dates","City Hall","109 North Bridge Road#07-38/39Funan MallSingapore (179097)(Lift Lobby A, near North Bridge Road entrance) ","179097","1.29109531029255","103.849924781238"
"The Nomads","Modern European, Fusion, Modern Asian","Mon-Fri: 12-3pm, 6-10pmSat: 6-10pmClosed Sunday","$$$","Fine Dining, Drinks, Quiet Dinner, Romantic Dates","Telok Ayer","70 Telok Ayer StreetSingapore (048458) ","048458",NA,NA
"Noosh Noodle Bar and Grill","Fusion, Local, Cafe",NA,"$$","Casual Dining, Kid Friendly, Quiet Dinner, Romantic Dates","Promenade, Esplanade, Marina Central","8 Raffles Avenue#01-13BEsplanade MallSingapore (039802) ","039802","1.28966932376699","103.855952707685"
"Nozomi @ Forum The Shopping Mall","Japanese","Mon-Sun: 11:30am-2:30pm, 5-9:30pm","$$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner","Orchard","583 Orchard Road#01-41Forum The Shopping MallSingapore (238884) ","238884","1.30619579912712","103.828509016327"
"Nozomi @ Millenia Walk","Japanese","Mon-Sun: 11:30am-2:30pm, 5-9:30pm","$$$$","Casual Dining, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Marina Bay, Promenade","9 Raffles Boulevard#02-06Millenia WalkSingapore (039596) ","039596","1.29260544462492","103.859724944443"
"Nozomi @ The Star Vista","Japanese","Mon-Sun: 113:0am-2:30pm, 5-9:30pm","$$$","Al Fresco, Casual Dining, Kid Friendly, Drinks, Private Functions","Buona Vista","1 Vista Exchange Green#02-20The Star VistaSingapore (138617) ","138617","1.30695082420353","103.788287276561"
"Nutmeg & Clove","Bar","Mon-Fri: 4-10:30pmSat-Sun: 12-4:30pm, 4:30-10:30pm","$$$","Drinks, Private Functions","Bugis","8 Purvis StreetSingapore (188587) ","188587","1.29674398215029","103.855197433436"
"NY Verden Bar and Grill","Modern European, Seafood, BBQ","Mon-Sun: 12-2:30pm, 6-10:30pm","$$$","Business Meetings, Fine Dining, Casual Dining, Drinks, Quiet Dinner, Romantic Dates","Changi","78 Airport Boulevard#03-227/228Jewel Changi AirportSingapore (819666) ","819666","1.35993782064432","103.990002942162"
"Oasis Restaurant","American, Bar, Buffet, International, Seafood, Vegetarian Friendly","Mon-Sun: 11am-8:30pm","$$$","Al Fresco, Casual Dining, Kid Friendly, Drinks","Orchard","10 Scotts RoadLevel 5 Terrace WingGrand Hyatt SingaporeSingapore (228211) ","228211","1.30637300291267","103.833257176622"
"Oberstrasse","All-Day Breakfast, Dessert Only","Mon-Sun: 9am-6pm (Last Order Food 5:15pm & Drink 5:30pm)","$$","Casual Dining, Kid Friendly","Kallang","809 French Road#1-50Singapore (200809) ","200809","1.30832700516352","103.862005870884"
"Ocean Restaurant","Seafood","Tue-Thu:Lunch: 11:30am (First Seating), 1:30pm (Second Seating)Dinner: 6pm (First Seating), 8:30pm (Second Seating)Closed Wednesday","$$$$","Business Meetings, Private Functions, Romantic Dates","Sentosa","22 Sentosa Gateway#B1-455/456Resorts World SingaporeSingapore (098136) ","098136","1.25852824963575","103.817746871052"
"Oceanspoon Dining (Sembawang Country Club)","Bar, Local, BBQ","Mon-Sun: 8am-9pm","$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions","Sembawang","249 Sembawang RoadSingapore (758352) ","758352","1.41694199222222","103.815972873391"
"Offshore Bar & Grill","Buffet, International, Seafood, Steamboat, BBQ","Mon-Sun: 12-4pm (Last Order: 3:30pm), 5-10:30pm (Last Order: 10pm)","$$$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Pet Friendly, Private Functions, Quiet Dinner, Romantic Dates","Changi","50 Tanah Merah Ferry RoadSingapore (498833) ","498833","1.31424535229932","103.988242436318"
"Ohana","Fusion, Seafood, Local","Mon-Sun: 8am-3am","$$","Al Fresco, Casual Dining, Drinks, Private Functions, Large Parties (16+)","Serangoon","562 Serangoon RoadSingapore (218178) ","218178","1.31432534218275","103.857711805776"
"Ohayo Mamasan","Bar, Japanese, Fusion","Mon-Thu: 11am-10pmFri-Sun, Eve of PH & PH: 11am-11pm","$$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Romantic Dates","Orchard","313 Orchard Road#01-29313@SomersetSingapore (238895) ","238895","1.30101436404056","103.838360664485"
"Oishii Ristorante","Japanese, Italian, Fusion, Seafood, Vegetarian Friendly","Mon-Sat: 11:30am-2:30pm, 5:30-10:30pmClosed Sunday","$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks","Telok Ayer","182 Cecil Street#01-05Frasers TowerSingapore (069547) ","069547","1.27884346345479","103.847292199676"
"Ola Beach Club","Bar, Vegetarian Friendly","Mon-Thu: 10am-9pmFri & Eve of PH: 10am-10pmSat & PH: 9am-10pmSun: 9am-9pm","$$$","Al Fresco, Casual Dining, Kid Friendly, Drinks, Pet Friendly, Private Functions","Sentosa","46 Siloso Beach WalkSingapore (099005) ","099005","1.25306046914382","103.815396121433"
"Old Hen Kitchen","All-Day Breakfast, Cafe","Mon-Sun: 10am-5pm","$$","Casual Dining","Little India","127 Owen RoadSingapore (218931) ","218931","1.31399749364628","103.852566258618"
"Old School Delights (Esplanade)","Vegetarian Friendly, Local, Cafe","Mon-Sun: 12-9:30pm","$$","Casual Dining, Kid Friendly","Esplanade, Marina Central","8 Raffles Avenue#02-25Esplanade MallSingapore (039802) ","039802","1.28966932376699","103.855952707685"
"Olivia Restaurant & Lounge","Spanish, International","Tue-Thu: 12-2:30pm (Last Order: 2:15pm), 6-10pm (Last Order: 9:45pm)Fri-Sun: 12-2:30pm (Last Order: 2:15pm), 6 till late (Last Order: 10:15pm)Operation Lines: Tue to Sat, 10am–6pmClosed Monday","$$$$","Al Fresco, Business Meetings, Casual Dining, Private Functions, Romantic Dates","Chinatown, Keong Saik","55 Keong Saik Road#01-03Singapore (089158) ","089158","1.28064605655874","103.841552101096"
"Omar Shariff Authentic Indian Cuisine","Indian",NA,"$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Pet Friendly, Private Functions, Quiet Dinner","Bukit Timah","805 Bukit Timah Road#01-02Sixth Avenue CenterSingapore (279883) ","279883","1.33143049540259","103.79500253329"
"One Chuan","Chinese","Mon-Sun: 11am-3pm, 5-11pm","$$","Casual Dining, Kid Friendly, Drinks","Punggol, Sengkang","277C Compassvale Link01-13 Unit 2ASingapore (543277) ","543277","1.38233698966981","103.893607838756"
"One-Ninety","Buffet, International, Vegetarian Friendly, Local","Mon-Fri: 6:30-10:30am, 12-2:30pm, 6-10:30pmSat: 6:30-10:30am, 12-3pm, 6-10:30pmSun: 6:30-10:30am, 11:45am-3pm, 6-10:30pm","$$$","Business Meetings, Casual Dining, Kid Friendly, Quiet Dinner","Orchard, Tanglin","190 Orchard BoulevardLobby LevelFour Seasons Hotel SingaporeSingapore (248646) ","248646","1.3051747129975","103.828661123245"
"One-Ninety Bar","Bar, International, Vegetarian Friendly","Mon-Sun: 8am-10:30pm","$$$","Al Fresco, Business Meetings, Drinks","Orchard, Tanglin","190 Orchard BoulevardFour Seasons Hotel SingaporeSingapore (248646) ","248646","1.3051747129975","103.828661123245"
"Open Farm Community","Modern European, Fusion, British, Vegetarian Friendly, Local, Cafe","Mon-Fri: 12-2:30pm, 6-9pmSat & Sun: 11am-3:30pm, 6-9pm","$$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Dempsey","130E Minden RoadSingapore (248819) ","248819","1.30584134134379","103.815502201456"
"OPIO Kitchen & Bar","Bar, Modern Asian","Mon-Sat: 11:30am-3pm, 5-10pmMon-Fri: 3-5pm (Drinks & Tapas only)Closed Sunday","$$$","Al Fresco, Business Meetings, Casual Dining, Drinks, Private Functions, Quiet Dinner","Telok Blangah, Queenstown","991B Alexandra Road#01-10Singapore (119970) ","119970","1.27389079245881","103.803399680478"
"OPPA Korean BBQ Buffet (Jurong East-JCube)","Buffet, Korean, BBQ","Mon-Sun: 11:30am-10:30pm","$$","Casual Dining, Kid Friendly, Drinks, Private Functions","Jurong","2 Jurong East Central 1#03-10JCubeSingapore (609731) ","609731","1.33332312550425","103.740187071348"
"Opus Bar & Grill","Bar, International, Steakhouse, Vegetarian Friendly","Mon-Fri: 6-10:30pmSat-Sun: 12-2:30pm, 6-10:30pmBar: 11am-10:30pm","$$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Orchard, Tanglin","581 Orchard Roadvoco Orchard SingaporeSingapore (238883) ","238883","1.30600944831127","103.829648763915"
"Orange & Teal","American, Bar, French, Italian, Australian, Fusion, International, Seafood, British, Vegetarian Friendly, Cafe, Modern Asian",NA,"$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Quiet Dinner","Buona Vista","35 Rochester Drive#02-12Rochester MallSingapore (138639) ","138639","1.30541103549045","103.788371152389"
"The Orchard Cafe","Buffet, International, Cafe","Mon-Sun: 11:30am-2:30pm, 6-10pm","$$$$","Casual Dining, Kid Friendly","Orchard","442 Orchard RoadOrchard Hotel Singapore LobbySingapore (238879) ","238879","1.30766860940267","103.828164396352"
"Origin Grill","Bar, Modern European, Australian, International, Seafood, Steakhouse, Vegetarian Friendly","Tue-Sun: 12pm to 2:30pm, 6pm to 10pmClosed Monday","$$$$","Business Meetings, Casual Dining, Drinks, Private Functions, Romantic Dates","Orchard, Tanglin","22 Orange Grove RoadLobby LevelShangri-La SingaporeSingapore (258350) ","258350","1.31122438238089","103.826788133417"
"Original Sin","Italian, Middle Eastern, Greek, Vegetarian","Mon-Sun: 11:30-2:30pm, 6-10:30pm","$$$","Al Fresco, Kid Friendly, Romantic Dates, Large Parties (16+)","Holland Village, Buona Vista","Blk 43 Jalan Merah Saga#01-62Chip Bee GardensSingapore (278115) ","278115","1.31074694963837","103.796430786946"
"Oriole Coffee + Bar","Fusion, All-Day Breakfast, Vegetarian Friendly, Cafe, Burgers","Mon-Sun: 11:30am-10:30pm (Last Order: 9:45pm)","$$","Business Meetings, Casual Dining, Kid Friendly, Drinks","Orchard","96 Somerset Road#01-01Pan Pacific Serviced SuitesSingapore (238163) ","238163","1.30088651709242","103.837908858018"
"Oscar's","Buffet, International","Mon-Sun: 11am-10:30pm","$$$","Al Fresco, Business Meetings, Kid Friendly","City Hall, Marina Bay, Promenade, Marina Central","2 Temasek BoulevardConrad Centennial HotelSingapore (038982) ","038982","1.29349139796574","103.858779513419"
"OSG Music Bar + Kitchen","Bar, Fusion, Local","Mon-Tue: 11am-1am (Last Order: 10:30pm)Wed-Thu: 11am-2am (Last Order: 10:30pm)Fri: 11am-3amSat: 6pm-3amClosed Sunday","$$","Al Fresco, City Views, Casual Dining, Drinks, Private Functions, Large Parties (16+)","Promenade, Esplanade","3 Temasek Boulevard#01-510/511Suntec City Mall Tower 1Singapore (038983) ","038983","1.29432416524256","103.860371993025"
"Osia Steak & Seafood Grill","Australian, Steakhouse","Mon, Thu-Sun:Lunch: 11:30am (1st Seating), 1:30pm (2nd Seating)Dinner: 6pm (1st Seating), 8pm (2nd Seating)Closed Tuesday & Wednesday1 Mar to 20 AprMon, Wed-Sun: Lunch: 11:30am (1st Seating), 1:30pm (2nd Seating)Dinner: 6pm (1st Seating), 8pm (2nd Seating)Closed Tuesday","$$$$","Business Meetings, Private Functions, Romantic Dates","Sentosa","26 Sentosa Gateway#02-140/141Resorts World SentosaSingapore (098138) ","098138","1.25524547806487","103.820885377493"
"Osteria BBR","Italian","Mon, Thu-Sun: 12-2:30pm, 6-9:45pmBar: 12-9:45pm (Happy Hour 3-8pm)Sunday Brunch: 12-2:45pmClosed Tuesday & Wednesday","$$$","Al Fresco, Drinks, Private Functions, Quiet Dinner, Romantic Dates","City Hall","1 Beach RoadRaffles Hotel SingaporeSingapore (189673) ","189673","1.29509740789339","103.85406834457"
"The Other Roof","Bar","Wed-Fri: 4:30pm-10.30pmSat-Sun: 2:30pm-10:30pmClosed Monday and Tuesday","$$","Drinks","Chinatown","28 Ann Siang RoadSingapore (069708) ","069708","1.280761494595","103.845765352032"
"The Other Room","Bar","Tue-Sun: 4:30-10:30pmClosed Monday","$$","Business Meetings, Drinks, Private Functions, Romantic Dates, Large Parties (16+)","Orchard","320 Orchard RoadSingapore Marriott Tang Plaza HotelSingapore (238865) ","238865","1.30501188536557","103.833018910157"
"OTTO Ristorante","Modern European, Italian","Mon-Fri 12-2:30pm, 6:30-10:30pmSat: 6:30-10:30pmClosed Sunday","$$$$$","Al Fresco, Business Meetings, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Tanjong Pagar","32 Maxwell Road#01-02/03Maxwell ChambersSingapore (069115) ","069115","1.27748817305035","103.846222184202"
"OverEasy (One Fullerton)","American, Bar, All-Day Breakfast, Burgers",NA,"$$$","Al Fresco, City Views, Casual Dining, Kid Friendly, Drinks, Private Functions","Fullerton, Marina Bay, Raffles Place","1 Fullerton Road#01-06One FullertonSingapore (049213) ","049213","1.28618859279801","103.854157139967"
"Oyster Co. (Magazine Road)","American, Bar, Seafood","","$$","Business Meetings, Casual Dining, Drinks, Private Functions, Quiet Dinner","Clarke Quay","1 Magazine Road#01-06Central MallSingapore (059567) ","059567","1.28842848666711","103.84230028531"
"Pagi Sore (Far East Square)","Indonesian, Halal Certified","Mon-Sun: 11am-3pm (Last Order: 2:30pm), 6-10pm (Last Order: 9:15pm)","$$","Business Meetings, Casual Dining, Kid Friendly, Quiet Dinner","Raffles Place, Telok Ayer","88/90 Telok Ayer StreetFar East SquareSingapore (048470) ","048470","1.2827145607859","103.848590125427"
"Palm Beach Seafood Restaurant","Chinese, Seafood, Local, Zi Char","Mon-Sun: 12-2:30pm, 5:30-11pm","$$$","Al Fresco, Business Meetings, City Views, Quiet Dinner","Fullerton, Marina Bay, Raffles Place","1 Fullerton Road#01-09One FullertonSingapore (049213) ","049213","1.28618859279801","103.854157139967"
"Pano Kato Grill, Pizza & Deli","Italian, International, Middle Eastern, Seafood, Steakhouse, Greek, Vegetarian Friendly, Mediterranean","Mon-Sun: 11am-10pm","$$$","Business Meetings, City Views, Casual Dining, Kid Friendly, Drinks, Large Parties (16+)","Tanglin","163 Tanglin Road#02-23Tanglin MallSingapore (247933) ","247933","1.30485342102105","103.823883490852"
"Papa Doble","Bar",NA,"$$$","Business Meetings, Drinks","Chinatown, Keong Saik, Outram","55 Keong Saik Road#01-04 Singapore (089158) ","089158","1.28064605655874","103.841552101096"
"Park90","Bar, Fusion, Local","Mon-Sun: 6pm-10:15pm (Last Seating: 9:15pm, Last Order: 9:30pm. In-line with Government guidelines, consumption of alcohol after 10:30pm is prohibited)","$$$","Business Meetings, Casual Dining, Drinks, Romantic Dates","Orchard, Tanglin","1 Cuscaden RoadLobbyRegent SingaporeSingapore (249715) ","249715","1.30465158301868","103.824907858738"
"Pasta & Co.","Italian, Fusion","Tue-Sat: 12-2:30pm, 5:30-10:30pmSun: 12-3pmClosed Monday","$$","Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Bugis","190 Middle Road#02-17Singapore (188979) ","188979","1.30041423392971","103.852292796726"
"Pasta & Co. (Delivery)","Italian",NA,NA,NA,NA,"190 Middle Road#02-17Singapore (188979) ","188979","1.30041423392971","103.852292796726"
"Pasta Brava","Italian, Vegetarian Friendly","Mon-Sat: 11:30am-2:30pm (Last Order: 2pm), 6-9:30pm (Last Order: 9pm)Sun: :11:30am-2:30pm (Last Order: 2pm), 6-8:30pm (Last Order: 8pm)","$$$","Private Functions, Quiet Dinner, Romantic Dates","Chinatown, Tanjong Pagar, Club Street","33 Erskine RoadSingapore (069333)","069333","1.28082650192656","103.845399433815"
"Pasta Fresca Da Salvatore (Boat Quay)","Bar, Italian","Mon-Thu: 11:30am-3pm, 6-10pmFri-Sun & PH: 11:30am-11pm","$$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner","Boat Quay","30 Boat QuaySingapore (049819) ","049819","1.28603737919792","103.849831839767"
"Pasta Fresca Da Salvatore (Bukit Timah)","Bar, Italian, Vegetarian Friendly","Mon-Thu: 11:30am-2:15pm, 6-10:15pm,Fri-Sun & PH: 11:30am-10:15pm","$$$","Al Fresco, Business Meetings, Casual Dining, Kid Friendly, Drinks, Private Functions, Quiet Dinner","Bukit Timah","1 Fifth Avenue#01-02Guthrie HouseSingapore (268802) ","268802","1.33077492770988","103.795713392342"
"Pasta Fresca Da Salvatore (Siglap)","Bar, Italian","Mon-Fri: 11:30am-3pm, 6-10pmSat: 11:30am-3pm, 5-10pmSun & PH: 11:30am-11pm","$$$","Al Fresco, Business Meetings, Kid Friendly, Drinks, Private Functions, Quiet Dinner","East Coast","9 Upper East Coast Road#01-01Singapore (455203) ","455203","1.3129637364402","103.925594612801"
"Pastaria Abate (Tanjong Pagar)","Italian, Vegetarian Friendly",NA,"$$","Al Fresco, Casual Dining, Kid Friendly, Drinks, Private Functions, Romantic Dates, Large Parties (16+)","Tanjong Pagar","86 Neil RoadSingapore (088846) ","088846","1.2796089975523","103.842145483112"
"Patara Fine Thai Cuisine","Thai, International, Vegetarian Friendly","Mon-Sun: 12-3pm, 6-10pm","$$$","Business Meetings, Fine Dining, Casual Dining, Drinks, Private Functions, Quiet Dinner","Orchard, Tanglin","163 Tanglin Road#03-14Tanglin MallSingapore (247933) ","247933","1.30485342102105","103.823883490852"
"Path Restaurant","Modern European, International, Modern Asian",NA,"$$$$","Business Meetings, Fine Dining, Drinks, Private Functions, Quiet Dinner, Romantic Dates","Marina Bay","12 Marina BoulevardTower 3, #01-05 / 06Marina Bay Financial CentreSingapore (018982) ","018982","1.27910567828192","103.854297424273"
"Paulaner Bräuhaus","German","Mon-Fri: 12-2:30pm, 6:30-10:30pm Sat: 6:30-10:30pmSun: 11:30am-2:30pm, 6:30-10:30pm","$$","Al Fresco, Business Meetings, Casual Dining, Drinks, Private Functions, Romantic Dates, Large Parties (16+)","Promenade, Marina Central","9 Raffles Boulevard#01-01Millenia WalkSingapore (039596) ","039596","1.29260544462492","103.859724944443"
"Pavilion Banana Leaf","Indian, Halal Certified","Mon-Fri & Eve of PH: 11:30am-9:30pmSat-Sun & PH: 8:30am-9:30pm","$$","Business Meetings, Casual Dining, Drinks, Private Functions, Large Parties (16+)","Serangoon","23 Serangoon Central#02-17NEXSingapore (556083) ","556083","1.35088882151724","103.87211567247"
"Pavilion Banana Leaf (Westgate)","Indian","Mon-Sun: 11:30am-9pm","$$","Casual Dining, Kid Friendly, Private Functions","Jurong","3 Gateway Drive#02-28Westgate MallSingapore (608532) ","608532","1.33415752008876","103.742766489597"
